Cargo,Empresa,Local,Link
Analista de Dados,Pantheon Inc.,"Curitiba, PR",https://br.indeed.com/rc/clk?jk=72e6bdc69d1a81c5&bb=VEc17mHVly46P_7YvFOFHcxO6XujOFpDN3tusz654Do_x_xh9ggFjFYthjgvEF5O7EQ-3ggGg09A7BEsvSR7ZviwvjLFqdZXSNUGivcUqUI%3D&xkcb=SoDo67M3DIsjq_Qji50BbzkdCdPP&fccid=02006d2c549367cf&vjs=3
Data Scientist (Brain-Computer Interface Team),AE Studio,"Home office in Florianópolis, SC",https://br.indeed.com/rc/clk?jk=d96eab6089233aab&bb=VEc17mHVly46P_7YvFOFHWueYwA1yk9kwr4w8SSMN46drqUibzFFM4tgioe1hZLnyFkzw5dH36JLGxZ10JjVjZehjMUd9O0sdSmpBXDv7SA%3D&xkcb=SoBc67M3DIsjq_Qji50AbzkdCdPP&fccid=dbb7e0d690f678bb&vjs=3
Pessoa Desenvolvedora Python Senior,Zup Innovation,,https://br.indeed.com/rc/clk?jk=ed849909b4d463ea&bb=VEc17mHVly46P_7YvFOFHTV4cCXZMFD6GPgYwGIxAnsZHQD0IT9a9CI7OQe3Lwvdz7Ab8fd11-inTE-XqJ06SHb-cbBkXyc7svsqSRkwaIg%3D&xkcb=SoDS67M3DIsjq_Qji50HbzkdCdPP&fccid=286575ef2237b3c9&vjs=3
Desenvolvedor Full Stack - (Cópia),Tour Comercial,"Anadia, AL",https://br.indeed.com/rc/clk?jk=2453077c0abf02ce&bb=VEc17mHVly46P_7YvFOFHfrt1wdH6gis8mdE4o7CBW99RvZg0ze15gO6qclD1cNpp1qOIRXSgDAlp6LqYJM8VM7MpLbWI5yElksIRmAgkcE%3D&xkcb=SoBm67M3DIsjq_Qji50GbzkdCdPP&fccid=2b3e346bf19938a6&vjs=3
Estágio Administração de Redes,RHBH GESTÃO DE PESSOAS,"Home office in Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=3ad7cb17a12afcf0&bb=VEc17mHVly46P_7YvFOFHaKbb57c262rCw27IXqam7xezSg4znvlIJjtiD01VKKDAQ-y2DkyQQlstXLOtyJJte7ydqBneoYmO0y9qe1qUXY%3D&xkcb=SoD767M3DIsjq_Qji50FbzkdCdPP&fccid=22555ce9202c22c2&vjs=3
Desenvolvedor Full Stack - (Cópia),Tour Comercial,"Anadia, AL",https://br.indeed.com/rc/clk?jk=2453077c0abf02ce&bb=ME608xeh2u8v-W0kbUiDMBJ3uYu2dyzeNwj4cRnV2tIJEMkcmARrc0a5raitca1uww6WnfVta1V852zz94EKM0gMw8R7vzBENNUVZEGRZB8%3D&xkcb=SoCe67M3DIsiDHWJaZ0LbzkdCdPP&fccid=2b3e346bf19938a6&vjs=3
Pessoa assistente de dados pl,Netvagas,,https://br.indeed.com/rc/clk?jk=bfb3a95450925632&bb=ME608xeh2u8v-W0kbUiDMNKOLoD5qzNG2IgX6LWX_xbiiXzq3oM5sWIkFkWIAc8oU3hZDx4fBxY8QAJaEjpHYiDEz-v6VKTrL4uJn3fMWEI%3D&xkcb=SoAq67M3DIsiDHWJaZ0KbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Analista de TI,DIAGNOSE - CENTRO DE DIAGNOSTICO POR IMAGEM,"Maceió, AL",https://br.indeed.com/rc/clk?jk=dbb80694a5fb8ee4&bb=ME608xeh2u8v-W0kbUiDMOp0D52gjFCZBnNRh4sKTZJDDU6xgsSzj5c0ziSkRg-WusaKVJq_su4z_PP-wwfQaRIN2tWO-vVUjH0cp11Uh6E%3D&xkcb=SoC367M3DIsiDHWJaZ0JbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Back-End,dataRain Consulting - Careers,,https://br.indeed.com/rc/clk?jk=f8aad3bbf8f34d16&bb=ME608xeh2u8v-W0kbUiDMJKw2so8BqSIuKyUXuy6gTagSbhY3Q93o1eDdUNvaitEAwlOW87u4Wusv4DUMsWL3OJQDUIA_jxBESLZks7LV4Y%3D&xkcb=SoAD67M3DIsiDHWJaZ0IbzkdCdPP&fccid=693e239b4c0b3e91&vjs=3
Programa de Estágio em Desenvolvimento de Software (Vaga Híbrida),dtidigital,"Home office in Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=24a0ed1c10dfdb60&bb=ME608xeh2u8v-W0kbUiDMBqz7oCrGQUriiOZzdX2r91Ygb_glG8zVF0xWJNXxjhSjy9FQuVmQoZodUu2vI3QOpVbDwWy1RlTrBAYa-w6JYo%3D&xkcb=SoCN67M3DIsiDHWJaZ0PbzkdCdPP&fccid=aa6d8b6996184ec0&vjs=3
Analista de CRM Júnior,Avenue,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=c073627414026f57&bb=ME608xeh2u8v-W0kbUiDMMO0F-jmJY7heSA1JAq9DLiHGL6SYGu0ZgT62qrIVJnyiZG2oRgvndd5z4FXAGlsr9QhEKFLvEiaqe8rKt61B-w%3D&xkcb=SoA567M3DIsiDHWJaZ0ObzkdCdPP&fccid=b806940111fb8a7e&vjs=3
ESTAGIÁRIO DE DADOS,ALFAIATARIA DE IDEIAS LTDA,"Serra, ES",https://br.indeed.com/rc/clk?jk=e69a973634105315&bb=ME608xeh2u8v-W0kbUiDMMteT4eg3M8Ck1friAVGH-RvWNgUWjubJeaKT5W791O65LiUFIwi8hnTjFTJPCke7LJo9hsm3z_7WWm8iHXlMGs%3D&xkcb=SoCk67M3DIsiDHWJaZ0NbzkdCdPP&fccid=7031e13a262c4519&vjs=3
Analista de Operações e Analytics,Nilo Saúde,,https://br.indeed.com/rc/clk?jk=423d127073cab0e7&bb=ME608xeh2u8v-W0kbUiDMOdSMb20DdoiVLs9EfsatW3ii_SROcV3hqG8IZISYKNOXwfhontfyKjoBVLSKEf-blf1ja4yDvCGiQVW2X5StQk%3D&xkcb=SoAQ67M3DIsiDHWJaZ0MbzkdCdPP&fccid=931c11a1b3c003f3&vjs=3
MLOps Engineer,MOST Specialist Technologies,"Home office in Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=76281e6e5f1d7ed2&bb=ME608xeh2u8v-W0kbUiDMJRRdXuvBGMnugWuxBHijJLyMIwnGPdgNEpzLochhZQ25wRqsg97QtLColjCA_jQkQ3j3r-aeOKavD0LK0iZjdE%3D&xkcb=SoD567M3DIsiDHWJaZ0DbzkdCdPP&fccid=164a79a2d47e57e3&vjs=3
Estágio em cloud computing,Netvagas,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=29b92fecf8a72172&bb=ME608xeh2u8v-W0kbUiDMBLboZ2bEbCpnFM6rmvCs8fbZFEQKw6FMT38g1Na6v8oDPNtPvyniMYqrSz7rpVdu_AoqEHk4_Jm45KkamPpmgE%3D&xkcb=SoBN67M3DIsiDHWJaZ0CbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Cientista de Dados,CS Treina,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=521e214835e1ff4a&bb=ME608xeh2u8v-W0kbUiDMChqHRH9aSGr8MH9w_g1Xpjd4x0Fyx2ig2wbWBkA6-IM97hDFwBm0puieMlF3po7hiBSUtPpt6Usl20ijipc2yc%3D&xkcb=SoDQ67M3DIsiDHWJaZ0BbzkdCdPP&fccid=a52bd5e537e682af&vjs=3
Analista Business Intelligence Sr - QlikSense Python,Principal,"Barueri, SP",https://br.indeed.com/rc/clk?jk=406e37d926f41d25&bb=ME608xeh2u8v-W0kbUiDMBlDa9BZ7Zu3JJibr1tJk_btKE0Ov-JbD-f65tqiYJEP6C3PnajBerdcPSHp5U_nnMubtPNbx8W8EIGW6S5zZqg%3D&xkcb=SoBk67M3DIsiDHWJaZ0AbzkdCdPP&fccid=0d02a367e29b86c7&vjs=3
Cientista de dados,Asuris,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=753b644e77c5f490&bb=ME608xeh2u8v-W0kbUiDMHTDlhbI-Pr-e7CxoV0NGtq7otay3qjZkEVCVvuFaojCkOKVMRUlP0aKlQv4gYiaWONShxQCEC5k9OJJSnZCc7U%3D&xkcb=SoDq67M3DIsiDHWJaZ0HbzkdCdPP&fccid=58a49ca0a9781f28&vjs=3
ML Engineer,HackerPulse,Exterior,https://br.indeed.com/rc/clk?jk=5006ad7c4abf24bc&bb=ME608xeh2u8v-W0kbUiDMPaW_snUt7IUeRe50TVeIGvkaaqh5oN0qXVjkpZmvLH8ai_gghGHybSxzDsAGTLDRsPlf6F3HIc8GojST1tAyKQ%3D&xkcb=SoBe67M3DIsiDHWJaZ0GbzkdCdPP&fccid=a70723ec3fcea6d0&vjs=3
Desenvolvedor Sênior,Neogrid Carreiras,,https://br.indeed.com/rc/clk?jk=3e439b0692202451&bb=ME608xeh2u8v-W0kbUiDMDNbUWqd1Aflw-ZBRfUaQZYA3ts-2Nzc4PTrSbmaBnSSnrY5MFmMbkCQZQ3_5QLLXRvmzI7XeuWD6-W1mMtoBTw%3D&xkcb=SoDD67M3DIsiDHWJaZ0FbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Associate Risk Data Scientist,Trustly,"Home office in Vitória, ES",https://br.indeed.com/rc/clk?jk=c18f3c5a375c84b4&bb=Duq4sFXAaHXXWN5mUgWwcqHAGP2HBbBmSjBMA_UA7DPXl2ecmglyrbsKLh5MdlSFG-gAkExr0DH4kYcBrYHpzJnHFCAwK7WTpOY6ZAiuoH4%3D&xkcb=SoDP67M3DIshJwWJRB0KbzkdCdPP&fccid=26c16076c8b589a8&vjs=3
Engenheiro de Dados,Framework Digital,"Home office in Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=a596c5e90f592d9a&bb=Duq4sFXAaHXXWN5mUgWwcg5OpnPcnPOq6S3zDh2jVAQDP3nIMCAYNM5l-dWkQ1-c84J0-u_1Nifhsj63sOsTfQsagVA5_-0nlCchO5gxB7Q%3D&xkcb=SoBS67M3DIshJwWJRB0JbzkdCdPP&fccid=d0596844a46a8563&vjs=3
Analista de sistemas jr - botafogo/rj,Netvagas,"Rio de Janeiro, RJ",https://br.indeed.com/rc/clk?jk=f14c102f541b3e70&bb=Duq4sFXAaHXXWN5mUgWwcs9Wm5QUSRhePyu1dK0Jjh_lmVDuXzACcuoR6xJ3DLO4zfODDVrn16wlc4QTQB30OXQp9aYl6y_6ErkixcKdt_Q%3D&xkcb=SoDm67M3DIshJwWJRB0IbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Estágio em Análise de Dados,Quero Educação,"Remoto híbrido in São José dos Campos, SP",https://br.indeed.com/rc/clk?jk=2b0739310c37b0b1&bb=Duq4sFXAaHXXWN5mUgWwclsjeDqRbJghuqnvPH0qQj06-kUTLF_jZE0LEPR5S4q7t-84cvil-SUMhBcnVciCKfRHhlvNeSYrGzv8sUBWfbI%3D&xkcb=SoBo67M3DIshJwWJRB0PbzkdCdPP&fccid=4c10b03c51662982&vjs=3
Computer and Information Research Scientist – Pleno/Sênior,MOST Specialist Technologies,"Home office in Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=5f29e24a1d0bb416&bb=Duq4sFXAaHXXWN5mUgWwcmalLAgAkemKhNGdm5eOlNiHH5DFn7_3dFgR33tNPVmz7rbgAA_qGpll5N6atAtVFYNTle5YYRxVWHXZZo5B3M0%3D&xkcb=SoDc67M3DIshJwWJRB0ObzkdCdPP&fccid=164a79a2d47e57e3&vjs=3
Analista III de Soluções Digitais RGM,Grupo Boticário,,https://br.indeed.com/rc/clk?jk=ae38936b65d57122&bb=Duq4sFXAaHXXWN5mUgWwcqPU224yQZA5mteCS0URgMWBWVD286ux1W7V3lqqjfSWiW-3lCdaxn5K85dH75FdAi0umR9VRUX30f9GWXWeIn4%3D&xkcb=SoBB67M3DIshJwWJRB0NbzkdCdPP&fccid=89d5d4cca0999596&vjs=3
DESENVOLVEDOR FULL STACK - SAO PAULO,OEmprego,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=5829cb7c42996eb2&bb=Duq4sFXAaHXXWN5mUgWwcsPy2BL4XCPQGBR7Mwze7Qj6T3ly-znxrYyVhZQeNYzDnDakBxNrCwqgG4p2MkkF--IvbT47viK1GpvGz0bI1Co%3D&xkcb=SoD167M3DIshJwWJRB0MbzkdCdPP&fccid=919b31f0a22ef58e&vjs=3
Technical Support Intern,Altair Engineering,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=df505be381b91c9d&bb=Duq4sFXAaHXXWN5mUgWwchuDFIl20HrzEnWzQVc_AJWV2V4S1GtNPNjI3bR1CiSdnI8_bFkbDxY9IkTnPptzwgcwnvqKtvwwHezJ1HJ_5Jc%3D&xkcb=SoAc67M3DIshJwWJRB0DbzkdCdPP&fccid=7fb9b47241565f01&vjs=3
Cientista de Dados - Ênfase em GenAI,EY,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=137b336c9f0c1937&bb=Duq4sFXAaHXXWN5mUgWwcsiVyJaZZs1by_sX7I4zwjhyMdLS-L2Y9v2R7pyh42cXgFtutZKm67RIHDrMb6ar8-CCjPB2IiVeKYdp8_7eYD4%3D&xkcb=SoCo67M3DIshJwWJRB0CbzkdCdPP&fccid=1544766d4c2915b0&vjs=3
Desenvolvedor,COOPERATIVA DE GERACAO COMPARTILHADA COGECOM,"Curitiba, PR",https://br.indeed.com/rc/clk?jk=e77ea48fea87c6eb&bb=Duq4sFXAaHXXWN5mUgWwcnMWxscC7_9Wxt0Y4QUqml__Vg4_6V-FL1YMmMgjAet_t1-tnguLvzdvc7-BPte--R8rgaOAiWk2Q5N9KEufDmc%3D&xkcb=SoA167M3DIshJwWJRB0BbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Consultor Junior de dados socioeconômicos,NMC Integrativa,"Remoto híbrido in Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=6558bff6038a5c19&bb=Duq4sFXAaHXXWN5mUgWwcgzyjuHmkNcb80x-C-zt5fgoGivLkCu6MrWvRZfkTKqXvUqZaR6LjfkcqgXy_dIRcseWwWH5NRYsUp6ikANCmXo%3D&xkcb=SoCB67M3DIshJwWJRB0AbzkdCdPP&fccid=157961f5e97f57de&vjs=3
ANALISTA DE BI JR,LogsUp,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=006e908adabf0f4a&bb=Duq4sFXAaHXXWN5mUgWwcjnVvMqH9EIbzeQXBRUTa-oHxtQuMPz2MIQ2-3QYy-svcS3t1ti0Kpo6jaCqZ_ikIIdAFKZm376T7s7Cd_ilRwM%3D&xkcb=SoAP67M3DIshJwWJRB0HbzkdCdPP&fccid=8d95705c234922c3&vjs=3
Jr Information Security Analyst,Topaz Brasil,"Remoto híbrido in Indaiatuba, SP",https://br.indeed.com/rc/clk?jk=106b147543a88827&bb=Duq4sFXAaHXXWN5mUgWwchFc4-7HcUJWbg25_Y_xI2TZK9iuSiXg-tiJE8Ipva2zpe2lGlqDrYl7Piy0svHq1bLc8mcgnjEd37vUNnX5EFw%3D&xkcb=SoC767M3DIshJwWJRB0GbzkdCdPP&fccid=821cc40fb06da81a&vjs=3
Pessoa Engenheiro de Dados,VENHA SER #SANGUELARANJA,,https://br.indeed.com/rc/clk?jk=bd4713107e8a99ed&bb=Duq4sFXAaHXXWN5mUgWwcqHAGP2HBbBm_Q_ndhd4wkCik0QrY298b9um0vHQU572vDdDgbNH8eNI6VbwkoD9-WVdg77tBao5nTxJX1Wwy6I%3D&xkcb=SoAm67M3DIshJwWJRB0FbzkdCdPP&fccid=6a5f5525abe44fdf&vjs=3
Pessoa Desenvolvedora III,ANDRITZ AG,"Home office in Porto Alegre, RS",https://br.indeed.com/rc/clk?jk=4fa9adf92b3b7639&bb=Duq4sFXAaHXXWN5mUgWwcmWzF5IFOj7UlmYQKPnrXyAHDdpNGXm4dGhxKfsOj9tNaKxFDBqUsJ0TkN8cKN-N-340FYToAn4V5MpRkXpcmog%3D&xkcb=SoCS67M3DIshJwWJRB0EbzkdCdPP&fccid=31dc3ff412a8dc30&vjs=3
Pessoa Engenheira de Machine Learning Pleno | Data & AI | Mais diversidade na Globo!,Globo,,https://br.indeed.com/rc/clk?jk=5347415923db7abd&bb=zCZaAQZjYDMv2bxY_8iCDbPEkfXVql5SIFIwPaJfZSPRcCx44rI5YM9M8Xv1MCkGx1NMOI-ESYDN_lgl5dtNZYtHIi7uUVk9gXZ37rkRvlw%3D&xkcb=SoAE67M3DIs-iQWaih0ObzkdCdPP&fccid=0e1f81ffc3373afd&vjs=3
Desenvolvedor de Sistemas Pleno,ECOPOWER EFICIENCIA ENERGETICA LTDA,"Barretos, SP",https://br.indeed.com/rc/clk?jk=3b1e1fa22da6ab93&bb=zCZaAQZjYDMv2bxY_8iCDd2Ajid2ZCGFRY21JfJwNqe7MLi1NRWjzioabl-UOhACx9NydrNzbBg2gH1Fo80UdcNS7zJe3bl5ViBu9jtr7U4%3D&xkcb=SoCZ67M3DIs-iQWaih0NbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
ANALISTA DE SERVICOS DE MERCADO DE CAPITAIS JUNIOR,Itaú Unibanco,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=651ee1db857579e7&bb=zCZaAQZjYDMv2bxY_8iCDY4gc0vMR3HWHyxD4k3Cc9drC0DS-L5HxJ2uXtFEbzqgsTgafPbAgLBIpHr3to1lq91iSOLy7EbW_e_VWvVCASI%3D&xkcb=SoAt67M3DIs-iQWaih0MbzkdCdPP&fccid=df3b23afae2f3514&vjs=3
Analista de Sistemas Pleno,STRATI SOLUCOES E SERVICOS EM TI LTDA,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=aece669ff85cf8b1&bb=zCZaAQZjYDMv2bxY_8iCDdsSr75VpmllIg70il2AJoGkPVK1deXrUFzurPfuyiCiMVBvADILte_j4ghZNSawwGwQi2kVKnlHEtnoM0Av5TY%3D&xkcb=SoDE67M3DIs-iQWaih0DbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Full Stack Developer,CloudLogically,,https://br.indeed.com/rc/clk?jk=f9d89ed878e456ba&bb=zCZaAQZjYDMv2bxY_8iCDW0vvpRrCRBtcQIUrMLvwMs62SnCA2srvatM8DqqzDY_dp86JTB-97X_d3mYJEKhb2On1MN1sU1-D10CIA7cnig%3D&xkcb=SoBw67M3DIs-iQWaih0CbzkdCdPP&fccid=fe7470de668ade03&cmp=CloudLogically&ti=Full+Stack+Developer&vjs=3
Developer,BlueShift,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=365ee4fcc7e3ad76&bb=zCZaAQZjYDMv2bxY_8iCDVmKB2322sf-91U5Qjht4dXuGJYcqJ54Z34Y7JAB3cRnkQMBJibxvCrx1iHWc7PvZHgLeBpv2lX1Hl1jZMmqPkc%3D&xkcb=SoDt67M3DIs-iQWaih0BbzkdCdPP&fccid=14c7af0cc3aed803&vjs=3
Estágio Originação,Statkraft,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=7a4f97ca93675223&bb=zCZaAQZjYDMv2bxY_8iCDXm1v_1yfNw2ycmgyMxJdChLHPvF_tiqdBtdzdcpbqDpKRK8o_XXDBV7Vlz44gUGCMnIUwWMqyHaXJYduVSS5yk%3D&xkcb=SoBZ67M3DIs-iQWaih0AbzkdCdPP&fccid=40a74c5136c4b33d&vjs=3
Desenvolvedor Front Sênior,Cadastra,,https://br.indeed.com/rc/clk?jk=6a9cb0e456f87a8c&bb=zCZaAQZjYDMv2bxY_8iCDRCQtloiJUDZP32QGSUlkbD0n1BY-Q4Y0f7op7wK4DHHECjJF5WzNV1S1Lm_SxOZ1VZVQDzWMBohTfoLHz88YzQ%3D&xkcb=SoDX67M3DIs-iQWaih0HbzkdCdPP&fccid=599957f551c7eff1&vjs=3
Cientista de Dados Pleno | Crédito,C6 Bank,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=0c12b0d777051e8b&bb=zCZaAQZjYDMv2bxY_8iCDdI0Xoo_xPBHx0pu62WckOmyw8_Ti4eXUdhbBxVbo0NfZzNRfotR022-1R1OwGpN1rg91PelzOK1ZFQz7doXsvA%3D&xkcb=SoBj67M3DIs-iQWaih0GbzkdCdPP&fccid=88c0b0eaf8bb2f40&vjs=3
Pessoa Desenvolvedora Backend Python Sênior,NAVA | Technology for Business,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=7fdc8ff754a43d67&bb=zCZaAQZjYDMv2bxY_8iCDfoViaRc70q7SY-t-SeEfQxb4vJAbZEqejHBx3bGticmBYbiymc9mszIGqSi4T-ja5yM1GBvziSMqXCuYzUzXEo%3D&xkcb=SoD-67M3DIs-iQWaih0FbzkdCdPP&fccid=4df8c09240f8f9eb&vjs=3
"Mid-Level Python Developer Backend, Brazil",Ci&T,"Campinas, SP",https://br.indeed.com/rc/clk?jk=30dbd62235e28296&bb=zCZaAQZjYDMv2bxY_8iCDVSeKYIWAPtHnS1Pv_olYyZXn8Ws3kHXQAzdADR2b6mxS5P3IxIRLoDhMPfSh_Yt1wRIY1J9qk-HoEz-GTMbxzk%3D&xkcb=SoBK67M3DIs-iQWaih0EbzkdCdPP&fccid=289d7ce11c250f70&vjs=3
Senior Software Engineer - Python,Kokku Games,,https://br.indeed.com/rc/clk?jk=2aa0cb3701dcc780&bb=zCZaAQZjYDMv2bxY_8iCDfYIV-pyzvt6spKl4SkDmhEtNHdZB1XksjSMuZqLqA4riREwGOMpCndVHRfF0-E1mipUaWUfHHixcxIeWYpgkb0%3D&xkcb=SoBt67M3DIs-iQWaih0bbzkdCdPP&fccid=237efd769e4fe76a&vjs=3
Analista de Dados,SMT CONSULTORIA E SOLUCOES EM TECNOLOGIA LTDA,"Nova Lima, MG",https://br.indeed.com/rc/clk?jk=5b93a3dc44169df7&bb=zCZaAQZjYDMv2bxY_8iCDdYUji-uGo6lCnheD8nUSUmTa6Qgu5PJ1COfFVR2LUfL9J-zge5a3cT1-yIQBoRA68ugbRjA4NZgZHrhEsSHspI%3D&xkcb=SoDZ67M3DIs-iQWaih0abzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Analista de Informações Gerenciais Pleno (Combate à Fraude) - SP,Amil,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=77c28d786717836d&bb=zCZaAQZjYDMv2bxY_8iCDVm_n0u_PxWl1_ddaJz8omAQLQuEWbZxzfZ-tI8AOA1U_XAnBlYnLi6d8C7jSdmfjIqVV4_9SmZQlonhdfYeg7M%3D&xkcb=SoBE67M3DIs-iQWaih0ZbzkdCdPP&fccid=d3d3520998346837&vjs=3
Auditor Pleno | TI,Riachuelo,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=5c12663853bfce89&bb=zCZaAQZjYDMv2bxY_8iCDfoViaRc70q7HGKM0YBva3L9jf300xWTtpiOwYX7dlOX2mdXjwCocl6qTIX92IhhXlc22h5MO0DojoKTbqVBFWo%3D&xkcb=SoDw67M3DIs-iQWaih0YbzkdCdPP&fccid=91677252111e9a57&vjs=3
Engenheiro de Dados,Framework Digital,"Home office in Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=a596c5e90f592d9a&bb=l1Q_HG59co_pv1zkLiHhZivB1QrzAZQuUUFpFlKQ4Cv3k8rqeCUiqHNZpFrlUmCOov6_iNamon0q4zvCzAuTp3ozQw5PlnTIFLB1K5RmQnA%3D&xkcb=SoAL67M3DIs9uxWJaZ0JbzkdCdPP&fccid=d0596844a46a8563&vjs=3
Analista de sistemas jr - botafogo/rj,Netvagas,"Rio de Janeiro, RJ",https://br.indeed.com/rc/clk?jk=f14c102f541b3e70&bb=l1Q_HG59co_pv1zkLiHhZmrL5ZHl5sT_65gTbqEWDhfEsWAzLSBDmvlDvogxOc4aRSHJraOeVAj7jYQtLhUUBVzhQskQ6D60qi-ao-JRTQc%3D&xkcb=SoC_67M3DIs9uxWJaZ0IbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Estágio em Análise de Dados,Quero Educação,"Remoto híbrido in São José dos Campos, SP",https://br.indeed.com/rc/clk?jk=2b0739310c37b0b1&bb=l1Q_HG59co_pv1zkLiHhZsKwsK0GLYHo6HbDtpnvnVMaEEF-VzXt8gVzZgwbxAhGB9kHbRYechvMd4sZ1Px4Lf-BqVrpejUvgsTkwm8Lnk0%3D&xkcb=SoAx67M3DIs9uxWJaZ0PbzkdCdPP&fccid=4c10b03c51662982&vjs=3
Computer and Information Research Scientist – Pleno/Sênior,MOST Specialist Technologies,"Home office in Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=5f29e24a1d0bb416&bb=l1Q_HG59co_pv1zkLiHhZuOAtpSsyvT0ggdq1ClkcsmMb8T3WovjDYVyf5L8dZACCZJe0_X0Sixp79ABs-S_4dAZjZQBuMpiDdiI7OiPrPY%3D&xkcb=SoCF67M3DIs9uxWJaZ0ObzkdCdPP&fccid=164a79a2d47e57e3&vjs=3
Data Engineer,Semantix,,https://br.indeed.com/rc/clk?jk=659a57073ec77003&bb=l1Q_HG59co_pv1zkLiHhZlb25iTvZJYxsQFLGST9Ynok86TLES98lm4ZZsQM8JegzWGlQtcR-kTzWJK_y3q1jWXoKgXBRxp6mJqPixR-ptY%3D&xkcb=SoAY67M3DIs9uxWJaZ0NbzkdCdPP&fccid=20001ab64f271f8d&vjs=3
Analista III de Soluções Digitais RGM,Grupo Boticário,,https://br.indeed.com/rc/clk?jk=ae38936b65d57122&bb=l1Q_HG59co_pv1zkLiHhZmd3TOQSsH-vvK1lYlNlANYgltSYNll0rl7qCeXMJr5h-PHJVy2c37EYXS9Qi2M-lbVmhlVm_U-LAI_UlRqM3fg%3D&xkcb=SoCs67M3DIs9uxWJaZ0MbzkdCdPP&fccid=89d5d4cca0999596&vjs=3
DESENVOLVEDOR FULL STACK - SAO PAULO,OEmprego,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=5829cb7c42996eb2&bb=l1Q_HG59co_pv1zkLiHhZoyBbW0AG1d54j5YuyH0Fz48Gd5fGhJ3SeHsJf_VXTikoFsKRmyXxEokpiwkFu-rOFK7u5gBpILjUik3qEQeio0%3D&xkcb=SoBF67M3DIs9uxWJaZ0DbzkdCdPP&fccid=919b31f0a22ef58e&vjs=3
Technical Support Intern,Altair Engineering,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=df505be381b91c9d&bb=l1Q_HG59co_pv1zkLiHhZsRyWpznWukHZxe6ddK8fcSTe7OTTNlYEVBz-xbUZtsLPWwZCWpAbZ3ouLzA4jWvWsgBwWkDP-2l-U4NmyZOwoU%3D&xkcb=SoDx67M3DIs9uxWJaZ0CbzkdCdPP&fccid=7fb9b47241565f01&vjs=3
Cientista de Dados - Ênfase em GenAI,EY,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=137b336c9f0c1937&bb=l1Q_HG59co_pv1zkLiHhZlIF7x9fopYp7AGhhZjGM5brGKlT2NihpzZV_JTGKNuPoHHq36HSxVOocnU1vBFhVy2Nb4MVhzmUiV-O67w0l1s%3D&xkcb=SoBs67M3DIs9uxWJaZ0BbzkdCdPP&fccid=1544766d4c2915b0&vjs=3
Desenvolvedor,COOPERATIVA DE GERACAO COMPARTILHADA COGECOM,"Curitiba, PR",https://br.indeed.com/rc/clk?jk=e77ea48fea87c6eb&bb=l1Q_HG59co_pv1zkLiHhZsIs6Tf2RoNgLZlBB3PEOiNd0qMfW4Z8kYTBqXAUjFgJIDulfsYGPYjXHh4QhMTrvYuDsaAlSTXo9nsU4PqWK4c%3D&xkcb=SoDY67M3DIs9uxWJaZ0AbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
